Method_Name,Method_Type
createCircularReveal,builder
setInterpolator,accessor
setDuration,accessor
setClickable,accessor
setPressed,accessor
getDoubleTapTimeout,accessor
onMenuColoredStar,others
onGotoFolder,others
onActionCopyNote,others
onActionOpenFull,others
onActionMoveAccount,others
isCtrlPressed,assertion
isAltPressed,assertion
getKeyCode,accessor
deselect,others
isShiftPressed,assertion
checkReplyDomain,others
getEmailDomain,accessor
setGroup,accessor
setLockscreenVisibility,accessor
setBypassDnd,accessor
enableLights,others
query,others
moveToNext,others
getColumnIndex,accessor
onInsertContact,others
onPickContact,others
onEditContact,others
setDataAndTypeAndNormalize,accessor
onShowConfirmed,others
isFeatureSupported,assertion
onActionOpenFullConfirmed,others
reply,others
getSelectedText,accessor
putStringArray,others
putLongArray,others
codePointAt,others
charCount,others
move,others
getRemark,accessor
setGroupDividerEnabled,accessor
onMenuSnooze,others
onMenuSetImportance,accessor
onMenuShareHtml,others
onMenuRawSend,others
onMenuResync,others
isActivate,assertion
guessScheme,others
getDataUriType,accessor
getDataUriStream,accessor
getCacheFile,accessor
snooze,others
startSearch,others
parseStyles,others
head,others
processStyles,others
tagName,others
className,others
writeText,others
rawDownload,others
showKeyword,others
getKeyAtPosition,accessor
onInitializeAccessibilityEvent,others
populateContentDescription,others
onInitializeAccessibilityNodeInfo,others
isEnabled,assertion
performAccessibilityAction,others
isAccessibilityEnabled,assertion
isSuitable,assertion
isUnmetered,assertion
hasWebView,others
isRequestPinShortcutSupported,assertion
getAddressFormat,accessor
equal,others
setBackgroundThreadExecutor,accessor
addPagedListListener,assertion
getLayoutManager,accessor
getSelection,accessor
getLongArray,accessor
getFilter,accessor
run,others
getCurrentList,accessor
resolveKeywordColors,others
submitList,assertion
invalidateItemDecorations,others
refresh,others
getItemCount,accessor
_onBindViewHolder,others
setMarginEnd,accessor
obtain,others
setEventType,accessor
onAttachedToRecyclerView,others
onDetachedFromRecyclerView,others
getPositionForKey,accessor
getItemAtPosition,accessor
selectAll,others
setNeutralButton,accessor
onActivityCreated,builder
getDialog,accessor
getBundleExtra,accessor
getTargetLanguages,accessor
_getView,accessor
readText,others
sanitizeCompose,others
translate,others
charAt,others
removeSpan,others
forLanguageTag,accessor
sanitizeKeyword,others
setStyle,accessor
onStart,others
getSettings,accessor
setUserAgentString,accessor
setUseWideViewPort,accessor
setLoadWithOverviewMode,accessor
setBuiltInZoomControls,accessor
setDisplayZoomControls,accessor
setLayoutAlgorithm,accessor
setAllowFileAccess,accessor
setCacheMode,accessor
setMixedContentMode,accessor
setSafeBrowsingEnabled,accessor
setForceDark,accessor
setLoadsImagesAutomatically,accessor
setBlockNetworkLoads,accessor
setBlockNetworkImage,accessor
sendResult,others
getSubtitle,accessor
getExtraIcon,accessor
hasWarning,others
onLongClick,others
getSortTitle,accessor
getSortId,accessor
swap,others
notifyItemMoved,others
onActionEnabled,others
onActionExecute,others
optJSONObject,others
matches,others
keys,others
hasNext,others
toUnicodeString,others
hashCode,others
hasExactAlarms,others
setExactAndAllowWhileIdle,accessor
