Method_Name,Method_Type
convertToJson,others
toTargetId,accessor
convertToStringSet,accessor
writeValueAsString,others
createRule,builder
createRuleWithRuntimeDeps,builder
assertLeaves,assertion
assertActionGraphNode,assertion
setRuntimeDeps,accessor
updateBuildRuleResolver,builder
containsInAnyOrder,others
assertDeps,assertion
toArray,others
getOriginalId,accessor
recordNodeAction,others
getAttributeOperationType,accessor
recordAttributeAction,others
getMergeableElements,accessor
recordDefaultNodeAction,others
getDocument,accessor
getOperationType,accessor
addNodeRecord,others
getPosition,accessor
getOwnerElement,accessor
getAttributeRecords,accessor
getActionType,accessor
setCommand,accessor
setEnvironment,accessor
setDirectory,accessor
withoutTty,others
collect,others
getStderr,accessor
getStdout,accessor
getAttributesRecords,accessor
getLogs,accessor
getActionLocation,accessor
setPrettyPrinting,accessor
enableComplexMapKeySerialization,others
registerTypeAdapters,assertion
getGsonParser,accessor
getAsJsonObject,accessor
registerTypeAdapter,assertion
getSystemPropertyResolver,accessor
prettyPrint,others
absent,others
getRootNode,accessor
getId,accessor
findNodeRecord,others
findAttributeRecord,others
getResultingSourceMapping,accessor
readLine,others
getNodeRecords,accessor
getRegistered,accessor
getActionDataKey,accessor
assertNotNull,assertion
getAction,accessor
getExecuteFunction,accessor
onCreate,builder
setContentView,accessor
findViewById,others
getNotices,accessor
getWarnings,accessor
getErrors,accessor
getCompressPngs,accessor
getOptimization,accessor
getOutputFormat,accessor
getExtraFlags,accessor
findChildren,others
unmodifiableIterable,others
linesToText,others
getCycle,accessor
findNodeAndChildren,others
createCycleException,builder
addFirst,others
getAdbTimeout,accessor
parseBoolean,others
printMessage,others
getDevices,accessor
getExecutorService,accessor
getSerialNumber,accessor
allAsList,assertion
interruptCurrentThread,others
printSuccess,others
getAdbThreadCount,accessor
asHighlightedSuccessText,others
severe,others
tryToExtractPackageNameFromManifest,others
getApkInfo,accessor
adbCall,others
getProperty,accessor
