Method_Name,Method_Type
getSizeInBytes,accessor
getColumnStatistics,accessor
getTotalLength,accessor
createTinyStripesRangeFinder,builder
newOrcLocalMemoryContext,others
create,builder
register,assertion
validateWrite,others
getTotalRowCount,accessor
getColumnHashes,accessor
getStripeHash,accessor
validateFileStatistics,assertion
validateRowGroupStatistics,assertion
reset,accessor
hasNext,others
advanceToNextStripe,others
next,others
getRowCount,accessor
getMinAverageRowBytes,accessor
getRowOffset,accessor
getStreamSources,accessor
startRowGroup,others
max,others
advanceToNextRowGroup,others
validateStripeStatistics,assertion
validateWriteStripe,others
getDecryptionKeyMetadata,accessor
getEncryptedKeyMetadatas,accessor
createDwrfEncryptionInfo,builder
readStripe,others
startStripe,others
getKeyMetadata,accessor
addStripe,others
getStreamReaderRetainedSizeInBytes,accessor
getCurrentStripeRetainedSizeInBytes,accessor
createStreamDescriptor,builder
getFieldName,accessor
addPage,others
toList,builder
mapToLong,others
getChecksum,accessor
getRowGroups,accessor
buildEvent,builder
getQueryStats,accessor
getStackTraceAsString,accessor
getCause,accessor
post,others
getSessionProperties,accessor
getPrestoErrorCode,accessor
column,others
tableMetadataBuilder,builder
createUnboundedVarcharType,builder
getTransactionId,accessor
getOrDefault,accessor
addRow,others
firstNonNull,others
getDefaultValue,accessor
getDescription,accessor
cursor,others
getCatalogNames,accessor
getSqlType,accessor
uniqueIndex,others
evaluatePropertyValue,others
decode,others
rewriteWith,others
evaluateConstantExpression,others
writeNativeValue,others
getObjectValue,accessor
assertMinMaxStatistics,assertion
assertThrows,assertion
getCreateStatistics,accessor
getMin,accessor
getMax,accessor
hashCode,others
getRootGroups,accessor
poll,others
getSubGroups,accessor
getHardCpuLimit,accessor
getSoftCpuLimit,accessor
getSchedulingPolicy,accessor
allMatch,others
getSchedulingWeight,accessor
noneMatch,others
getSelectors,accessor
validateSelectors,others
getUserRegex,accessor
getSourceRegex,accessor
getClientTags,accessor
getResourceEstimate,accessor
getQueryType,accessor
getGroup,accessor
getSegments,accessor
findFirst,others
toUpperCase,builder
addChangeListener,assertion
getMaxBytes,accessor
setSoftMemoryLimit,accessor
getContext,accessor
fromSegments,others
getSoftMemoryLimitFraction,accessor
setMaxQueuedQueries,accessor
getMaxQueued,accessor
setSoftConcurrencyLimit,accessor
getHardConcurrencyLimit,accessor
setHardConcurrencyLimit,accessor
setPerQueryLimits,accessor
getPerQueryLimits,accessor
getJmxExport,accessor
negate,others
isEqual,assertion
getCpuQuotaPeriod,accessor
setCpuQuotaGenerationMillisPerSecond,accessor
expandTemplate,others
getSoftMemoryLimit,accessor
getSoftConcurrencyLimit,accessor
getFieldBlockOffsets,accessor
getFieldBlockOffset,accessor
getRawFieldBlocks,accessor
createRowBlockInternal,builder
getRowIsNull,accessor
arraySame,others
appendNullValue,others
appendBoolean,others
appendLong,others
appendInt,others
appendShort,others
checkedCast,others
appendByte,others
appendDouble,others
appendFloat,others
intBitsToFloat,others
isVarcharType,assertion
appendString,others
toStringUtf8,builder
isVarbinaryType,assertion
appendByteBuffer,others
appendSqlDate,others
appendSqlTime,others
appendSqlTimeWithTimeZone,others
appendSqlTimestamp,others
appendSqlTimestampWithTimeZone,others
getTimingInfo,accessor
getCounter,accessor
recordRequestCount,others
recordRetryCount,others
recordThrottleExceptionCount,others
recordSubTimingDurations,others
getAllSubMeasurements,accessor
getTimeTakenMillisIfKnown,accessor
getAWSRequestMetrics,accessor
createOperatorFactories,builder
createDriverFactory,builder
addDriverContext,others
createDriver,builder
addPipelineContext,others
getSliceLength,accessor
getByte,accessor
getShort,accessor
bytesEqual,others
bytesCompare,others
writeBytesTo,others
getSingleValueBlock,accessor
getBlockUnchecked,accessor
isNullUnchecked,assertion
getAbsolutePosition,accessor
getByteUnchecked,accessor
getShortUnchecked,accessor
getSliceUnchecked,accessor
getSliceLengthUnchecked,accessor
checkFieldIndex,others
getRawFieldBlock,accessor
newBuilder,builder
fetchFunctionsDirect,others
getRequiredFunctionHandle,accessor
sqlInvokedFunctionToMetadata,others
fetchFunctionMetadataDirect,others
fetchFunctionImplementationDirect,others
setBlockEncodingSerde,accessor
checkCatalog,others
loadAndGetFunctionsTransactional,accessor
getUnchecked,accessor
toErrorCode,builder
getArgumentTypes,accessor
getFunctionHandle,accessor
getFunctionMetadata,accessor
executeFunction,others
getScalarFunctionImplementation,accessor
getReturnType,accessor
getCatalogSchemaName,accessor
getCatalogName,accessor
refresh,others
getLanguage,accessor
getRoutineCharacteristics,accessor
getFunctionImplementationType,accessor
isCalledOnNullInput,assertion
getVersion,accessor
getFunctionCacheExpiration,accessor
getTypeCacheExpiration,accessor
expireAfterWrite,others
getFunctionInstanceCacheExpiration,accessor
getSupportedLanguages,accessor
assertNoColumnStatistics,assertion
buildColumnStatistics,builder
getMergedColumnStatistics,accessor
getMinAverageValueSizeInBytes,accessor
