Method_Name,Method_Type
appendNullValue,others
appendBoolean,others
appendLong,others
appendInt,others
appendShort,others
checkedCast,others
appendByte,others
appendDouble,others
appendFloat,others
intBitsToFloat,others
isVarcharType,assertion
appendString,others
isVarbinaryType,assertion
appendByteBuffer,others
appendSqlDate,others
appendSqlTime,others
appendSqlTimeWithTimeZone,others
appendSqlTimestamp,others
appendSqlTimestampWithTimeZone,others
getAWSRequestMetrics,accessor
getCounter,accessor
recordRequestCount,others
longValue,others
recordRetryCount,others
recordThrottleExceptionCount,others
recordSubTimingDurations,others
getAllSubMeasurements,accessor
getTimeTakenMillisIfKnown,accessor
createOperatorFactories,builder
createDriverFactory,builder
addPipelineContext,others
createDriver,builder
getAbsolutePosition,accessor
getByteUnchecked,accessor
getShortUnchecked,accessor
getSliceUnchecked,accessor
getSliceLengthUnchecked,accessor
checkFieldIndex,others
getRawFieldBlock,accessor
newBuilder,builder
getFunctionCacheExpiration,accessor
fetchFunctionsDirect,others
getRequiredFunctionHandle,accessor
sqlInvokedFunctionToMetadata,others
getTypeCacheExpiration,accessor
getFunctionInstanceCacheExpiration,accessor
fetchFunctionMetadataDirect,others
fetchFunctionImplementationDirect,others
setBlockEncodingSerde,accessor
checkCatalog,others
getUnchecked,accessor
toErrorCode,others
getArgumentTypes,accessor
loadAndGetFunctionsTransactional,accessor
getFunctionHandle,accessor
getFunctionMetadata,accessor
executeFunction,others
getScalarFunctionImplementation,accessor
getReturnType,accessor
getCatalogSchemaName,accessor
getCatalogName,accessor
refresh,others
getSupportedLanguages,accessor
getRoutineCharacteristics,accessor
getFunctionImplementationType,accessor
isCalledOnNullInput,assertion
getVersion,accessor
assertNoColumnStatistics,assertion
buildColumnStatistics,builder
getMergedColumnStatistics,accessor
mergeColumnStatistics,assertion
assertValues,assertion
assertValuesInternal,assertion
shuffle,others
assertColumnStatistics,assertion
getNumberOfValues,accessor
assertNull,assertion
getBooleanStatistics,accessor
getIntegerStatistics,accessor
getDoubleStatistics,accessor
getStringStatistics,accessor
getDateStatistics,accessor
getDecimalStatistics,accessor
getBloomFilter,accessor
getTotalCount,accessor
getMergedColumnStatisticsPairwise,accessor
current,others
getStatisticsList,accessor
insertEmptyColumnStatisticsAt,assertion
assertRangeStatistics,assertion
createTempFile,builder
svm_save_model,others
getAbsolutePath,accessor
readAllBytes,others
toPath,others
delete,others
getLibsvmType,accessor
toSvmProblem,others
newCachedThreadPool,others
threadsNamed,others
identityHashCode,others
callWithTimeout,others
getTrainingFunction,accessor
currentThread,others
getCause,accessor
shutdownNow,others
svm_train,others
toSvmNodes,others
getFeatures,accessor
getConstructor,accessor
encode,others
getBlockFromArray,accessor
deserializeData,others
getArrayFromBlock,accessor
getArray,accessor
getDate,accessor
getTime,accessor
floatValue,others
getFloat,accessor
intValue,others
createTestFunctionAndTypeManager,builder
getParameterizedType,accessor
getBlockFromMap,accessor
getMapFromBlock,accessor
getMap,accessor
shortValue,others
getShort,accessor
getTimestamp,accessor
byteValue,others
getByte,accessor
b,others
randomUUID,others
getVarbinary,accessor
getVarchar,accessor
setMapping,accessor
deserialize,others
registerBuiltInFunctions,assertion
extractFunctions,others
getFunctions,accessor
getTypes,accessor
addType,others
fromTypeSignatures,others
getFunctionParameterTypes,accessor
resolveFunction,others
qualifyObjectName,others
getFunctionName,accessor
getAggregateFunctionImplementation,accessor
getExpectedValue,accessor
testAggregation,others
getSequenceBlocks,accessor
getFunction,accessor
getExpectedValueIncludingNulls,accessor
createAlternatingNullsBlock,builder
assertAggregation,assertion
assertQuery,assertion
assertQueryOrdered,assertion
computeActual,others
resultBuilder,builder
getSession,accessor
assertEqualsIgnoreOrder,assertion
getMaterializedRows,accessor
assertTrue,assertion
getOnlyValue,accessor
assertCount,assertion
randomValue,others
getUniqueValuesCount,accessor
createRandomSample,builder
iterator,others
estimateGroupByCount,others
addValue,others
assertLessThan,assertion
getMean,accessor
getStandardDeviation,accessor
estimateCountPartial,others
estimateCount,others
groupedAggregation,others
getAggregationFunction,accessor
createPage,builder
aggregation,others
partialAggregation,others
createBlock,builder
getValueType,accessor
writeDouble,others
writeSlice,others
length,others
makeRandomSet,accessor
nextInt,others
assertFalse,assertion
shardExists,assertion
backupShard,others
restoreShard,others
deleteShard,others
assertBlockSize,assertion
assertRetainedSize,assertion
assertBlockPositions,assertion
copyBlockViaBlockSerde,others
copyBlockViaWritePositionTo,others
copyBlockViaWriteStructure,others
isStatic,assertion
getModifiers,accessor
isPrimitive,assertion
setAccessible,accessor
getRetainedSize,accessor
filter,others
assertBlock,assertion
newInstance,others
assertBlockPosition,assertion
round,others
getRegion,accessor
getLogicalSizeInBytes,accessor
getDictionary,accessor
splitBlock,others
assertBetweenInclusive,assertion
assertPositionValue,assertion
getSingleValueBlock,accessor
isArray,assertion
assertCheckedPositionValue,assertion
assertPositionValueUnchecked,assertion
isByteAccessSupported,assertion
isShortAccessSupported,assertion
isIntAccessSupported,assertion
isAlignedLongAccessSupported,assertion
isSliceAccessSupported,assertion
getSliceLength,accessor
assertSlicePosition,assertion
isNullUnchecked,assertion
assertSlicePositionUnchecked,assertion
getBlockUnchecked,accessor
toSingeValuedBlock,others
bytesEqual,others
utf8Slice,others
bytesCompare,others
createGreaterValue,builder
writeBytesTo,others
writeBlock,others
readBlock,others
appendStructure,others
createExpectedValue,builder
newBlockBuilderLike,builder
